text	label
free and fair	1
better fed	1
would continue to support	1
protests	0
attacking him with scathing criticisms	0
resorting exclusively to	0
eradicate	1
lambasted	0
thinks	0
quite	0
would expedite	1
a very risky scenario	0
preferred	1
has rejected	0
wishes of	0
the civilized world	1
call for	1
the refusal to grant	0
blaming	0
inaccurate	0
neither free nor fair	0
whether or not one agrees with it	1
considered	0
retaliated	0
crushed human rights principles	0
generally respecting the human rights of its citizens	1
vote rigging has been so thorough that hopes for a free election are dead	0
sent alarm bells ringing	0
should interfere	0
signalling our support for	1
proud	1
asking for	1
is supposed to guarantee	0
a twisted logic	0
criticism was toned down greatly	0
trumped up	0
does not justify all the means	0
smoothly	1
desirable	1
will not resort	0
strong support of	1
lack of confidence	0
violent protests	0
leading a racist campaign	0
perhaps the international community is right	1
uncontrolled violence would be unleashed	0
horror	0
leading a racist campaign against	0
the familiar psychodrama	0
what fate awaits argentina 's crisis - stricken economy	0
condemned	0
rejection	0
expresses its discontent	0
is not appropriate	0
raved	0
want	1
were being used	0
complained	0
require a careful and mature approach	1
devil 's empire .	0
without having any knowledge of the realities	0
of all places	0
are only dictated to him	0
would venture to assure	0
hypocrisy	0
wayward	0
not interfere	1
insist	1
murmurs about revolt	0
second side in the us axis is israel	0
of lying	0
failure	0
well	1
endorsed	1
indecisive	0
was tasty	1
illegible	0
three or four separate references to the same incidents	0
axis of evil	0
derail	0
support	1
has been committed	1
very imperfect	0
increasingly isolated on the international stage	0
should forge unity	1
a desire to approve	0
try to threaten national dignity to the end	0
poor	0
a success	1
think	0
are scheming	0
wrote	0
we are living in a politically highly sophisticated society	0
supported	1
stays true	1
would be a disaster	0
distorts	0
will have to pour a lot of money	0
axis of evil remark	0
please	1
is the appropriate one	1
failed to reach agreement	0
significant results	1
want	1
criticizing not	0
stretched to the limit	0
suffered persecution	0
grief and anguish	0
trashed	0
is being accepted for the present without much complaint	0
outsource our moral obligations	0
positive	1
greek dagger that is thrust into the heart of anatolia	0
did not lift a finger	0
though mr . tobin has finally mastered the diapering process , his baby who is 15 years old is not amused	0
finally rewarded	0
fear	0
moribund	0
looking for an edge	0
supported and welcomed	1
axis of evil	0
an uneasy atmosphere reigns	0
too much blood was shed and much suffering endured	0
good things	1
the fatherland	1
the impression	0
fraud	0
have been concerned	0
significant	1
wanting to exercise world dictatorship	0
storm the castle	0
dire effects	0
threatened	0
have not been able to live without	0
why is it not considered equally legitimate	1
is to permit decay	0
please	1
rejected	0
desperate	0
society ruled by law	1
warned	0
even	0
ugly	0
had been tainted by months of political violence and intimidation , last - minute changes to electoral laws , and the disenfranchisement of tens of thousands of voters in harare	0
merely	0
do hope so	1
limited	0
may have changed	1
cling obstinately	0
the mustard seed	1
alleges	0
venezuela 's strong slap on the face of the united states	1
once looked impossible to win	0
settle scores	0
enshrined	1
villains	0
join hands to prevent	0
would be targeted one by one	0
in contravention of the country 's constitution	0
he admitted he had been wrong	0
pains	0
to the detriment of brazil	0
commitments	1
overwhelmingly	1
have considered	1
charge	0
could benefit	1
venezuela 's constitutional president	1
was very satisfied	1
a true muslim fighter	1
have sought	1
expressed his condolences	0
criticism which has been levelled	0
is taking the risk	0
now let us compare	0
is the most bellicose and heinous us president	0
always likes to	1
sharp international rebuke	0
perennially divisive issue of taiwan	0
proves this beyond the shadow of a doubt	1
arrogance	0
offered to hold talks	1
has tended to undermine the growth of a human rights culture	0
a dysfunctional space program	0
welcomed	1
immediate trial for alleged crimes	0
criticizing	0
hints of war	0
is obviously afoot	0
thugs and fraud	0
unity	1
in a way that can not be taken seriously	0
rejected	0
bloody riot	0
clamp down on freedom of expression and legitimate dissent	0
power at all costs	0
axis of evil	0
growing perception	0
including their respect and sanctity	0
pronouncement in favor	1
china threat advocates	0
believes	0
unprecedented force	0
critical opinions	0
but	0
thanks to	1
world 's most prominent self - styled palestinian refugee	0
serve its political purpose	0
have been completely ruled out	0
severely damaged	0
hard - line	0
immensely impressed	1
does not desire	0
stop the circus	0
to warn	0
denying	0
was angered	0
hostility	0
raised expectations	1
were at odds	0
holds	0
have filed a complaint	0
unconditional support	1
rigged	0
it is a war out there	0
to trample upon	0
a human virtue	1
impossible to maintain	0
support	1
disregards	0
the serious crisis	0
it had to happen and the sooner the better	1
aid for terrorists	0
interfere	0
do not even have	0
more substantial progress	1
renegade province	0
snaps	0
would not recognize	0
downgrading	0
adverse effects	0
was going to be a war	0
gaffe	0
intimidated and beaten	0
has turned into an axis of evil itself	0
hostility to	0
challenged	0
were seething	0
plans	1
but now	0
concerning their life or death	0
under the excuse of fighting terrorism	0
violation	0
legitimate	1
expected to protect	1
are worried	0
the ford falcon syndrome	0
threats by	0
respecting	1
futile	0
hope	1
called upon	1
anger	0
promotion	1
the tale today is all the more bitter as it began with such euphoria	0
judgment	0
perhaps it is perverse	0
urged	1
sensory deprivation	0
waning grip on power	0
lent credibility	1
openly opposed	0
held	0
test of patience	0
rig	0
uncontrollable social situation	0
continued to keep alive	0
quite a problem	0
for the first time	1
a road to peaceful coexistence	1
to dismiss	0
refusing	0
unprecedented	0
were left frustrated	0
criticism	0
violated his military oath	0
support	1
showed a lack of sincerity	0
do not	0
had taken serious steps to ensure the personal safety	1
as exaggerated	0
chorus of protest	0
are concerned	0
just for them	0
many problems	0
invasive	0
growing unrest	0
commitments	1
is even more troubled	0
congratulated	1
fiercely	1
attacked	0
humiliation of	0
rigging the election	0
effectively ruled	1
loudly trumpeted	1
thanks to	1
nobody cares	0
have further denied our democratic space	0
does not support	0
went along	0
agrees	1
is considered	1
warm	1
was rejected	0
claiming	0
allegations	0
destroyed	0
superpower has entered a legal fog	0
however	0
wielding its authority	0
an illusion	0
however late	0
intimidation	0
protected from knocks	1
the black hole of mazar - isharif	0
now a reality	1
excesses	0
joined in a giant protest	0
long way to go	0
arm - twist	0
nostalgia	1
most frantic lobbying	1
might as well	0
unequivocally denied	0
rigged	0
fully within the legitimate order	1
seeking freedom	1
must first respect and promote	1
frighten tourists and investors away	0
mere	0
was willing	1
farcical - yet - provocative	0
the cheaters were the imf	1
sympathy	0
being discriminated against	0
to voice his concern	0
rejects	0
the perpetrators	0
openly threatened	0
slander	0
compromising the image of the war against terrorism	0
has rejected	0
whatever	0
desperate means	0
endorsed	1
opposed	0
boasts	1
is the victim of an explosive situation	0
talk about clueless	0
desire	1
lashed out	0
kennels	0
human shields	0
plan	1
raised the pitch	0
in order to stop the continuing decline	0
are completely untrue	0
gave poor grades	0
frail excuses and pretexts	0
plausible pretext	0
biased attitude	0
was not even	0
undisguised pleasure displayed	0
made a commitment	1
pathetic in that	0
they may no longer stand shoulder to shoulder	0
alienate	0
suffering from some intoxication	0
not to deal with	0
storm to victory	1
supported	1
should not tolerate	0
are not competitive enough	0
is a perverse place	0
believe	1
enhanced	1
have also criticised	0
threats	0
none of them	0
calling on	0
recognition of	1
criticisms	0
blaming	0
bowed to	0
you get the feeling	0
implicitly asking	1
hegemonic and belligerent policy	0
are often tainted with a significant degree of hypocrisy	0
such baseless accusations	0
axis of evil	0
not	0
alleged	0
was heard with interest and attention	1
want	1
still assist terrorists	0
pick up some tube time	0
civilized society	1
see	0
nettlesome challenge	0
had contested	0
concern	0
does not want	1
massacres	0
enjoying	1
are prepared to accept	1
see	1
will do whatever it takes to defend our security	1
threat	0
in fact unprecedented	0
entirely improper	0
the need for a major revision	0
innocent	1
without room for rigging	1
turned the world into a single front	0
shoulder to shoulder	1
strong initiative	1
deep divergences	0
to be invited	1
would be street demonstrations	0
grief and sorrow	0
anti - democractic	0
walked on too many toes	0
promises	1
think	0
to understand	0
has no legitimacy	0
concern	0
the american empire	0
urge to underline	1
threatening	0
spurred on	1
pariah and evil nations	0
pride	1
protests	0
disregarding	0
bickering	0
criticism	0
defective nature of our constitutional framework	0
is reasonable	1
an affront to palestinian , arab dignity , and international justice	0
continues to demolish	0
mutual respect	1
kill an american	0
would not dilute its backing	1
greatest sincerity of peaceful unification	1
only in retaining power at any cost	0
grudgingly	0
to use constitutional methods against chavez	0
accusing	0
strong sense of justice	1
crippling recession	0
second only to the terrorism itself	0
to stand behind it	1
an economic beacon	1
has been weighing heavily on the minds	0
would help	1
desperate palestinians	0
is showing signs of disquiet	0
concerns	0
interfered	0
in the axis of evil	0
are scared	0
unrealistic stand	0
condemned and counter - attacked	0
should follow	1
summarily dismissed	0
double standard	0
came forth supporting	1
could have ranted and raved	0
violated	0
tries to play the role of a world policeman	0
its chance	1
closed ranks	0
chanting	0
merely an interlude	0
topple	0
do n't push	0
simplistic interpretation	0
fierce opposition	0
aperitif for the probable democratic coup	0
only	0
the plotters	0
defying	0
does not want to learn	0
taking advantage of this	0
